types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAircraftComponents,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/WikicatAircraftControls,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/WikicatWatercraftComponents,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Component105868954,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Control105196375,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Part105867413,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Power105190804,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Quality104723816,http://dbpedia.org/resource/Trim_tab,Trim,412,121,0.8994967460705097,0.0655872595098902,1,11,== Career == | === 2012–2013: Overgrown ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://umbel.org/umbel/rc/MusicalComposition_Song,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/Wikicat1967Songs,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/WikicatExperimentalRockSongs,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
http://dbpedia.org/class/yago/WikicatFrankZappaSongs,http://dbpedia.org/resource/Plastic_People,Plastic People,22,150,0.9999999999305372,0.0,2,11,== Career == | === 2012–2013: Overgrown ===
