types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Chemical114806838,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Eponym106334985,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Explosive103304730,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Invention105633385,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Material114580897,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEnglishInventions,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEponyms,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatExplosives,http://dbpedia.org/resource/Shrapnel_shell,Shrapnel,746,26,0.7196210264661035,0.3895022644890065,0,50,== Discography == | === As sideman ===
