types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Divination,diviner,2165,114,0.9881713386270604,0.0119702204395969,2,69,== Biography == | === Death ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Divination,diviner,2165,114,0.9881713386270604,0.0119702204395969,2,69,== Biography == | === Death ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Divination,diviner,2165,114,0.9881713386270604,0.0119702204395969,2,69,== Biography == | === Death ===
