types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Technocracy,technocratic,781,65,0.9999999994671498,0.0,0,29,== General Secretary of the CPSU == | ==== Domestic policies ====
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Technocracy,technocratic,781,65,0.9999999994671498,0.0,0,29,== General Secretary of the CPSU == | ==== Domestic policies ====
http://dbpedia.org/ontology/PoliticalParty,http://dbpedia.org/resource/Technocracy,technocratic,781,65,0.9999999994671498,0.0,0,29,== General Secretary of the CPSU == | ==== Domestic policies ====
