types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Animal,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://umbel.org/umbel/rc/Mammal,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatLions,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatMammalsOfAfrica,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/BigCat102127808,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Carnivore102075296,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Feline102120997,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Lion102129165,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Mammal101861778,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Placental101886756,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatExtinctMammalsOfAfrica,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
http://dbpedia.org/class/yago/WikicatFelines,http://dbpedia.org/resource/Cape_lion,Cape Lion,47,25,0.9999999999589022,0.0,0,55,== Discography == | === Singles ===
