types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Intellectual,litterateur,2032,88,0.9999999721651708,0.0,8,6,== Life == | === Partition ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Intellectual,litterateur,2032,88,0.9999999721651708,0.0,8,6,== Life == | === Partition ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Intellectual,litterateur,2032,88,0.9999999721651708,0.0,8,6,== Life == | === Partition ===
