types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatJunoAwards,http://dbpedia.org/resource/Juno_Award_for_Single_of_the_Year,Single Of The Year,193,36,0.9999685723885272,3.1428599200162013e-05,0,30,== Awards == | === Juno Award ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Juno_Award_for_Single_of_the_Year,Single Of The Year,193,36,0.9999685723885272,3.1428599200162013e-05,0,30,== Awards == | === Juno Award ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Juno_Award_for_Single_of_the_Year,Single Of The Year,193,36,0.9999685723885272,3.1428599200162013e-05,0,30,== Awards == | === Juno Award ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Juno_Award_for_Single_of_the_Year,Single Of The Year,193,36,0.9999685723885272,3.1428599200162013e-05,0,30,== Awards == | === Juno Award ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Juno_Award_for_Single_of_the_Year,Single Of The Year,193,36,0.9999685723885272,3.1428599200162013e-05,0,30,== Awards == | === Juno Award ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Juno_Award_for_Single_of_the_Year,Single Of The Year,193,36,0.9999685723885272,3.1428599200162013e-05,0,30,== Awards == | === Juno Award ===
