types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatChemicalReactions,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/ChemicalProcess113446390,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/ChemicalReaction113447361,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/NaturalProcess113518963,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Process100029677,http://dbpedia.org/resource/Mashing,Mashing,278,120,1.0,0.0,0,40,== Discography == | === As sideman ===
