types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatComicsCharactersIntroducedIn1981,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Workplace104602044,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://umbel.org/umbel/rc/CartoonCharacter,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://umbel.org/umbel/rc/FictionalCharacter,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/WikicatMarvelComicsLocations,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/WikicatMarvelComicsMagicalObjects,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/WikicatMarvelComicsVehicles,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/GeographicPoint108578706,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Lab103629986,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Point108620061,http://dbpedia.org/resource/Features_of_the_Marvel_Universe,Blackworld,3246,87,0.999999977480883,0.0,11,15,== Biographical information == | === 1966–1980 ===
