types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/ontology/School,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/WikicatPrivateUniversitiesAndCollegesInMinnesota,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesAffiliatedWithTheAssembliesOfGod,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
"http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesInMinneapolis,Minnesota",http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesInMinnesota,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://umbel.org/umbel/rc/University,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/University108286569,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
http://dbpedia.org/class/yago/WikicatEducationalInstitutionsEstablishedIn1930,http://dbpedia.org/resource/North_Central_University,North Central Bible College,66,56,1.0,0.0,0,6,== Biography == | === 1960–1973: Marriage to Jim Bakker; early work ===
