types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBBCRadio1Programmes,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/class/yago/Announcement106746580,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/class/yago/Program106748466,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/The_Breezeblock,The Breezeblock,18,78,1.0,0.0,2,6,== Career == | === Radio shows ===
