types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatLandfills,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/WikicatSlumsInThePhilippines,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/CityDistrict108537837,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/GeologicalFormation109287968,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Landfill109335809,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Lowland109344198,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/NaturalDepression109366017,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://dbpedia.org/class/yago/Slum108651832,http://dbpedia.org/resource/Smokey_Mountain,Smokey Mountain,33,75,0.9999923115312562,7.688527851883617e-06,9,3,== Biography == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sunbird_Records,Sunbird Records,3,37,0.9999999999999148,0.0,7,6,== Biography == | === Career ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://umbel.org/umbel/rc/AilmentCondition,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/Disorder114052403,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/NervousDisorder114084880,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/PhysicalCondition114034177,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
http://dbpedia.org/class/yago/WikicatNeurologicalDisorders,http://dbpedia.org/resource/Cerebral_atrophy,cerebral atrophy,46,35,0.9999999999999148,0.0,0,10,== Biography == | === Death ===
