types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/IceHockeyPlayer,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatDefunctMuseums,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatDefunctMuseumsInTheNetherlands,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatScienceMuseumsInTheNetherlands,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Depository103177349,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Museum103800563,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/ScienceMuseum104147364,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatTechnologyMuseums,http://dbpedia.org/resource/Evoluon,Evoluon,27,5,0.9999999760120776,0.0,0,15,== Works == | === Orchestral works ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hamadryad,hamadryads,59,5,0.9999999306699888,0.0,0,44,== Works == | === Works for piano ===
http://dbpedia.org/ontology/Drug,http://dbpedia.org/resource/Hamadryad,hamadryads,59,5,0.9999999306699888,0.0,0,44,== Works == | === Works for piano ===
http://dbpedia.org/ontology/Bone,http://dbpedia.org/resource/Aileron,Frise,2248,5,0.9999879894275172,8.446469517143242e-06,0,47,== Works == | === Works for wind orchestra ===
