types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Guitar,guitar/lead guitar,62370,96,1.0,0.0,0,8,== Career == | === Meat Loaf ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Guitar,guitar/lead guitar,62370,96,1.0,0.0,0,8,== Career == | === Meat Loaf ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Guitar,guitar/lead guitar,62370,96,1.0,0.0,0,8,== Career == | === Meat Loaf ===
