types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://schema.org/CreativeWork,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://schema.org/MusicRecording,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://www.wikidata.org/entity/Q2188189,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://www.wikidata.org/entity/Q386724,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://dbpedia.org/ontology/MusicalWork,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
http://dbpedia.org/ontology/Song,http://dbpedia.org/resource/Une_belle_histoire,Une belle histoire,3,0,0.9999999999366196,0.0,0,5,== Discography == | === Albums ===
