types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_comedy,black satire,3037,64,1.0,0.0,1,22,== Writings == | === Books ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Black_comedy,black satire,3037,64,1.0,0.0,1,22,== Writings == | === Books ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Black_comedy,black satire,3037,64,1.0,0.0,1,22,== Writings == | === Books ===
