types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatComedyGenres,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Alternative_Cabaret,alternative cabaret,10,102,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/WikicatITVTelevisionProgrammes,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Action100037396,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Announcement106746580,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Beginning100235435,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Change100191142,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/ChangeOfState100199130,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Ending106308765,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Introduction100238022,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Morpheme106306233,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Program106748466,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Wikicat1982BritishTelevisionProgrammeDebuts,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/Wikicat1982BritishTelevisionProgrammeEndings,http://dbpedia.org/resource/O.T.T.,O.T.T.,28,127,1.0,0.0,0,11,== Career == | === Television ===
http://dbpedia.org/class/yago/WikicatPublicInformationFilms,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Movie106613686,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Show106619065,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Public_information_film,PIF,156,49,0.999999146082042,8.331687756403352e-07,9,12,== Career == | === Television ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/WikicatPeopleFromStatenIsland,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/WikicatLighthouseKeepers,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Custodian109984298,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Defender109614684,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/LighthouseKeeper110262093,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Preserver110466918,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Katherine_Walker,Katherine Walker,17,46,0.99999999999892,0.0,3,18,== Career == | === Writing ===
