types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Road,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/WikicatRomanRoads,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/WikicatRomanRoadsInItaly,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/WikicatRomanSites,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Road104096066,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Way104564698,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Via_Aemilia,Via Emilia,127,29,0.9999999999982664,0.0,0,31,== Discography (selected) == | === Albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Parnassius,Parnassius,447,22,0.999999999999858,0.0,0,43,== Discography (selected) == | === Albums ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Parnassius,Parnassius,447,22,0.999999999999858,0.0,0,43,== Discography (selected) == | === Albums ===
http://umbel.org/umbel/rc/Insect,http://dbpedia.org/resource/Parnassius,Parnassius,447,22,0.999999999999858,0.0,0,43,== Discography (selected) == | === Albums ===
