types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/WoodyPlant113103136,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://umbel.org/umbel/rc/FloweringPlant,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://umbel.org/umbel/rc/Plant,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/Plant100017222,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/Tree113104059,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/VascularPlant113083586,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/WikicatTreesOfIndia,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/WikicatTreesOfIran,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/WikicatTreesOfNepal,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
http://dbpedia.org/class/yago/WikicatTreesOfPakistan,http://dbpedia.org/resource/Dalbergia_sissoo,Shesham,129,19,0.9999999999946568,0.0,0,77,== Career == | === Malayalam films ===
