types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Laser,LASER,11815,42,0.9999999999432988,0.0,0,10,== Discography == | === LPs ===
http://dbpedia.org/ontology/Device,http://dbpedia.org/resource/Laser,LASER,11815,42,0.9999999999432988,0.0,0,10,== Discography == | === LPs ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Laser,LASER,11815,42,0.9999999999432988,0.0,0,10,== Discography == | === LPs ===
