types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
http://dbpedia.org/class/yago/WikicatFilmTechniques,http://dbpedia.org/resource/Multiple-camera_setup,multiple-camera setup,184,102,1.0,0.0,2,14,== Professional career == | === Desilu Productions ===
