types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
http://dbpedia.org/class/yago/Tradition105809745,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
http://dbpedia.org/class/yago/WikicatSpringTraditions,http://dbpedia.org/resource/Spring_cleaning,spring cleaning,25,41,1.0,0.0,1,10,== History == | === Waysides ===
