types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Movie_theater,theater,4349,60,0.9816492292500144,0.0170568625625642,1,10,== Career == | === 1970s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Movie_theater,theater,4349,60,0.9816492292500144,0.0170568625625642,1,10,== Career == | === 1970s ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Movie_theater,theater,4349,60,0.9816492292500144,0.0170568625625642,1,10,== Career == | === 1970s ===
