types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Family,Family Relations,5671,0,0.9798870135691822,0.020428948652202,3,10,== Career == | === Directing ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Family,Family Relations,5671,0,0.9798870135691822,0.020428948652202,3,10,== Career == | === Directing ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Family,Family Relations,5671,0,0.9798870135691822,0.020428948652202,3,10,== Career == | === Directing ===
