types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Blond,light-colored hair,735,191,1.0,0.0,2,50,== Public image == | ==== Blonde ====
http://dbpedia.org/ontology/Colour,http://dbpedia.org/resource/Blond,light-colored hair,735,191,1.0,0.0,2,50,== Public image == | ==== Blonde ====
http://umbel.org/umbel/rc/Color,http://dbpedia.org/resource/Blond,light-colored hair,735,191,1.0,0.0,2,50,== Public image == | ==== Blonde ====
