types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
http://dbpedia.org/class/yago/WikicatSystemsOfUnits,http://dbpedia.org/resource/Centimetre–gram–second_system_of_units,CGS unit,358,4,0.9999999980867358,0.0,12,71,== Inventions and scientific inquiries == | === Electricity ===
