types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Merchandise103748886,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
http://dbpedia.org/class/yago/Commodity103076708,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
http://dbpedia.org/class/yago/WikicatCleaningProducts,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Brillo_Pad,Brillo Box,37,17,1.0,0.0,4,15,== Biography == | === 1960s ===
