types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/WikicatComedyCharacters,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/WikicatComedyDuos,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/WikicatCounterpartsToTheProtagonist,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/WikicatVaudevilleTropes,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Counterpart105695806,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Couple113743605,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Device107068844,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Digit113741022,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Equivalent105695554,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/FictionalCharacter109587565,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Integer113728499,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Number113582013,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/RhetoricalDevice107098193,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Trope107105475,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
http://dbpedia.org/class/yago/Two113743269,http://dbpedia.org/resource/Double_act,comedy duo,724,35,0.9999999999990336,0.0,14,6,== Career == | === Stand-up career ===
