types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatPsychologicalStates,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
http://dbpedia.org/class/yago/Condition113920835,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
http://dbpedia.org/class/yago/PsychologicalState114373582,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Repetition_compulsion,repetition compulsion,33,218,1.0,0.0,1,15,== Biography == | === Literature ===
