types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Translation,literary translation,6883,35,0.9999999999999432,0.0,3,57,== Major translations == | === Others ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Translation,literary translation,6883,35,0.9999999999999432,0.0,3,57,== Major translations == | === Others ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Translation,literary translation,6883,35,0.9999999999999432,0.0,3,57,== Major translations == | === Others ===
