types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/WikicatCognitiveBiases,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/WikicatUrbanLegends,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Attitude106193203,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Bias106201908,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Inclination106196584,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/News106681177,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Partiality106201136,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/Report106681551,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
http://dbpedia.org/class/yago/UrbanLegend106682952,http://dbpedia.org/resource/Conventional_wisdom,conventional wisdom,177,78,0.999999999996561,0.0,2,11,== Biography == | === Star*Reach ===
