types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatHebrewBiblePlaces,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/Site108651247,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Sepharad,Sefarad,89,8,0.7609614776796657,0.3141269687516417,0,80,== Works == | === Instrumental ===
