types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Damselfly,damselfly,1837,39,1.0,0.0,12,47,== Legacy == | === Tributes ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Damselfly,damselfly,1837,39,1.0,0.0,12,47,== Legacy == | === Tributes ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Damselfly,damselfly,1837,39,1.0,0.0,12,47,== Legacy == | === Tributes ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Damselfly,damselfly,1837,39,1.0,0.0,12,47,== Legacy == | === Tributes ===
http://umbel.org/umbel/rc/Insect,http://dbpedia.org/resource/Damselfly,damselfly,1837,39,1.0,0.0,12,47,== Legacy == | === Tributes ===
