types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Lascivious_behavior,lascivious behavior,130,117,1.0,0.0,1,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Law108441203,http://dbpedia.org/resource/Lascivious_behavior,lascivious behavior,130,117,1.0,0.0,1,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lascivious_behavior,lascivious behavior,130,117,1.0,0.0,1,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Lascivious_behavior,lascivious behavior,130,117,1.0,0.0,1,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Lascivious_behavior,lascivious behavior,130,117,1.0,0.0,1,9,== Career == | === Rammstein ===
http://dbpedia.org/class/yago/WikicatSexLaws,http://dbpedia.org/resource/Lascivious_behavior,lascivious behavior,130,117,1.0,0.0,1,9,== Career == | === Rammstein ===
