types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Wikicat60Metres,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/LinearUnit113603305,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Meter113659162,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/MetricLinearUnit113649268,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/MetricUnit113604275,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/Sport100523513,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
http://dbpedia.org/class/yago/WikicatEventsInAthletics(trackAndField),http://dbpedia.org/resource/60_metres,60 metres,1310,0,0.9965329147152406,0.0033869325001728,0,7,== Athletics == | === Personal bests ===
