types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
http://dbpedia.org/class/yago/WikicatEvaluationMethods,http://dbpedia.org/resource/Statistical_process_control,statistical control,235,126,1.0,0.0,4,21,== Career == | === Japan ===
