types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tempo,Animato,8577,36,0.6628841664931487,0.5085591767778244,0,7,== Biography == | === Career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Tempo,Animato,8577,36,0.6628841664931487,0.5085591767778244,0,7,== Biography == | === Career ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Tempo,Animato,8577,36,0.6628841664931487,0.5085591767778244,0,7,== Biography == | === Career ===
