types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMilitaryOrganizationalStructures,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Structure_of_the_United_States_Navy,Other Shore,182,47,1.0,0.0,0,33,== Discography == | === As sideman ===
