types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Perception,sensory perception,3986,137,0.9871643123551204,0.0130025847614509,0,17,== Life and work == | === Selected works ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Perception,sensory perception,3986,137,0.9871643123551204,0.0130025847614509,0,17,== Life and work == | === Selected works ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Perception,sensory perception,3986,137,0.9871643123551204,0.0130025847614509,0,17,== Life and work == | === Selected works ===
