types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Drawing,graphic artist,2685,75,0.8000933715283534,0.1277719904279128,5,21,== Composer; graphic artist; novelist ==
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Drawing,graphic artist,2685,75,0.8000933715283534,0.1277719904279128,5,21,== Composer; graphic artist; novelist ==
