types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBalletOccupations,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/Occupation100582388,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Prima_ballerina_assoluta,Prima Ballerina Assoluta,92,178,1.0,0.0,0,10,== Life and career == | === Stage persona ===
