types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/WikicatCoffeeBeverages,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://umbel.org/umbel/rc/Drink,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Beverage107881800,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Fluid114939900,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Food100021265,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Liquid114940386,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/Substance100020090,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
http://dbpedia.org/class/yago/WikicatFrozenBeverages,http://dbpedia.org/resource/Frappuccino,Frappuccino,44,0,0.9999998955217304,0.0,0,22,== Discography == | === In J-Walk ===
