types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatIndo-AryanLanguages,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatIndo-EuropeanLanguages,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatEasternIndo-AryanLanguages,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://umbel.org/umbel/rc/Language,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatLanguages,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatLanguagesOfBangladesh,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatLanguagesOfIndia,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInBangladesh,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInIndia,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatOfficialLanguagesOfIndia,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/yago/WikicatSubject–object–verbLanguages,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
http://dbpedia.org/class/Book,http://dbpedia.org/resource/Bengali_language,Bengali,13391,0,0.9134495756709076,0.0775728354283073,1,165,== Filmography == | === Bengali films ===
