types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kampo,Kampo,116,203,1.0,0.0,0,4,== Early life ==
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Kampo,Kampo,116,203,1.0,0.0,0,4,== Early life ==
http://dbpedia.org/class/yago/WikicatGrammyAwards,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/class/yago/WikicatGrammyAwardsForLatinMusic,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Grammy_Award_for_Best_Latin_Urban_Album,Best Latin Urban Album,26,127,1.0,0.0,2,11,== Musical career == | ==== Internationalization ====
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Co-creation,co-creation,62,31,0.9999997072807504,0.0,1,25,== As Musical Producer == | === Cabraton ===
