types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatHistoricConstituenciesInCountyDown,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatDáilÉireannConstituenciesInNorthernIreland(historic),http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatUnitedKingdomParliamentaryConstituenciesDisestablishedIn1922,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatUnitedKingdomParliamentaryConstituenciesEstablishedIn1885,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatWestminsterConstituenciesInNorthernIreland(historic),http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Body107965085,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Constituency108238156,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/East_Down_(UK_Parliament_constituency),East Down,27,0,0.691570299944814,0.3525925925925979,0,30,== Discography == | === As sideman ===
