types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://umbel.org/umbel/rc/CartoonCharacter,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://umbel.org/umbel/rc/FictionalCharacter,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatMarvelComicsCharactersWithSuperhumanStrength,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatMarvelComicsMutants,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatMarvelComicsSupervillainTeams,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Morlocks_(comics),Tarbaby,588,58,0.9983232912740888,0.0,0,10,== Discography == | === As leader ===
