types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Guitar,standard tuning,62370,23,0.6569619138403833,0.4182555052704814,5,35,== Musicianship == | === Equipment ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Guitar,standard tuning,62370,23,0.6569619138403833,0.4182555052704814,5,35,== Musicianship == | === Equipment ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Guitar,standard tuning,62370,23,0.6569619138403833,0.4182555052704814,5,35,== Musicianship == | === Equipment ===
