types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Carola_Grey,Carola Grey,9,0,1.0,0.0,0,29,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Music_of_Zimbabwe,Urban Grooves,90,14,0.9999999983636768,0.0,0,57,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Music_of_Zimbabwe,Urban Grooves,90,14,0.9999999983636768,0.0,0,57,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanPoets,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanUniversityAlumni,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatBardCollegeAlumni,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatGuggenheimFellows,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatPeopleFromNewYorkCity,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Associate109816771,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Colleague109935990,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Peer109626238,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Poet110444194,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatNewYorkUniversityAlumni,http://dbpedia.org/resource/Grace_Schulman,Grace Schulman,25,99,0.9999999999999148,0.0,0,90,== Discography == | === As sideman ===
