types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Central_bank,Central bank,3112,81,0.9991939052071794,0.0004042822995054379,0,60,== Path to Northern Expedition == | === Finance concerns ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Central_bank,Central bank,3112,81,0.9991939052071794,0.0004042822995054379,0,60,== Path to Northern Expedition == | === Finance concerns ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Central_bank,Central bank,3112,81,0.9991939052071794,0.0004042822995054379,0,60,== Path to Northern Expedition == | === Finance concerns ===
