types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Lunar_and_Planetary_Laboratory,LPL,73,55,0.7611498135489327,0.2321089863162126,0,9,== Discography == | === Albums ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Lunar_and_Planetary_Laboratory,LPL,73,55,0.7611498135489327,0.2321089863162126,0,9,== Discography == | === Albums ===
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Lunar_and_Planetary_Laboratory,LPL,73,55,0.7611498135489327,0.2321089863162126,0,9,== Discography == | === Albums ===
