types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Southern_Jutland,Southern Jutland,266,51,1.0,0.0,7,31,== Music == | === Orchestral music ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Southern_Jutland,Southern Jutland,266,51,1.0,0.0,7,31,== Music == | === Orchestral music ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Southern_Jutland,Southern Jutland,266,51,1.0,0.0,7,31,== Music == | === Orchestral music ===
