types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/class/yago/Alliance114418822,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/class/yago/Coalition114418662,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/class/yago/WikicatStrategicAlliances,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
http://dbpedia.org/class/yago/Union114418395,http://dbpedia.org/resource/Strategic_alliance,strategic relationships,105,199,0.99999999999892,0.0,1,22,== Business career == | ==== JesterDigital ====
