types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Surgery,Excision,8742,5,0.9699321606221192,0.0288337435900372,1,43,== Discography == | === With Excision ===
http://dbpedia.org/ontology/Food,http://dbpedia.org/resource/Surgery,Excision,8742,5,0.9699321606221192,0.0288337435900372,1,43,== Discography == | === With Excision ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Surgery,Excision,8742,5,0.9699321606221192,0.0288337435900372,1,43,== Discography == | === With Excision ===
