types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/PoliticalParty,http://dbpedia.org/resource/Military_dictatorship,military regime,1336,38,0.9956360404307988,0.0041373217932151,4,38,== Prime minister (1970–1974) == | === Foreign policy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Military_dictatorship,military regime,1336,38,0.9956360404307988,0.0041373217932151,4,38,== Prime minister (1970–1974) == | === Foreign policy ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Military_dictatorship,military regime,1336,38,0.9956360404307988,0.0041373217932151,4,38,== Prime minister (1970–1974) == | === Foreign policy ===
http://dbpedia.org/class/yago/PoliticalSystem108367880,http://dbpedia.org/resource/Military_dictatorship,military regime,1336,38,0.9956360404307988,0.0041373217932151,4,38,== Prime minister (1970–1974) == | === Foreign policy ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Military_dictatorship,military regime,1336,38,0.9956360404307988,0.0041373217932151,4,38,== Prime minister (1970–1974) == | === Foreign policy ===
http://dbpedia.org/class/yago/WikicatFormsOfGovernment,http://dbpedia.org/resource/Military_dictatorship,military regime,1336,38,0.9956360404307988,0.0041373217932151,4,38,== Prime minister (1970–1974) == | === Foreign policy ===
