types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatVisualArts,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Art102743547,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Land_art,Earth Art,458,25,0.9999999974291428,0.0,0,114,== Discography == | === As sideman ===
