types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/WikicatSocialClasses,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Class107974025,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
http://dbpedia.org/class/yago/People107942152,http://dbpedia.org/resource/Class_conflict,class conflict,1351,249,0.9999999999965894,0.0,11,15,== Career == | === 2000s ===
