types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Echoplex,echoplex,124,210,1.0,0.0,2,14,== Film and television scoring == | === 1970s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Echoplex,echoplex,124,210,1.0,0.0,2,14,== Film and television scoring == | === 1970s ===
http://dbpedia.org/class/yago/DefiniteQuantity113576101,http://dbpedia.org/resource/Echoplex,echoplex,124,210,1.0,0.0,2,14,== Film and television scoring == | === 1970s ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Echoplex,echoplex,124,210,1.0,0.0,2,14,== Film and television scoring == | === 1970s ===
http://dbpedia.org/class/yago/UnitOfMeasurement113583724,http://dbpedia.org/resource/Echoplex,echoplex,124,210,1.0,0.0,2,14,== Film and television scoring == | === 1970s ===
http://dbpedia.org/class/yago/WikicatEffectsUnits,http://dbpedia.org/resource/Echoplex,echoplex,124,210,1.0,0.0,2,14,== Film and television scoring == | === 1970s ===
