types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/WikicatRegionsOfAfrica,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
http://dbpedia.org/class/yago/Region108630039,http://dbpedia.org/resource/East_Africa,east Africa,5728,109,1.0,0.0,0,7,== Biography == | === Jazz Educator ===
