types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Antidote,Antidotes,415,39,0.9999629370094956,3.5050763642647006e-05,0,10,== Selected discography == | === Production work ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Antidote,Antidotes,415,39,0.9999629370094956,3.5050763642647006e-05,0,10,== Selected discography == | === Production work ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Antidote,Antidotes,415,39,0.9999629370094956,3.5050763642647006e-05,0,10,== Selected discography == | === Production work ===
