s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Baburaj,Baburaj,,,,,
http://dbpedia.org/resource/Sandhya_Shantaram,Sandhya Shantaram,,1938-09-27,,http://www.wikidata.org/entity/Q7416299,"Sandhya Shantaram (née Vijaya Deshmukh) is an Indian actress born in 1938. She is best known for her appearances in various Hindi and Marathi films directed by her husband V. Shantaram, in 1950s-1960s, most notably Jhanak Jhanak Payal Baaje (1955), Do Aankhen Barah Haath (1958), Navrang (1959), Marathi film Pinjra (1972) and Amar Bhoopali (1951)."
http://dbpedia.org/resource/Raj-Koti,Raj-Koti,,,,,
http://dbpedia.org/resource/Nizhalgal_Ravi,Nizhalgal Ravi,http://commons.wikimedia.org/wiki/Special:FilePath/Actor_Nizhalgal_Ravi_at_Ponniyin_Selvan_2D_Movie_Press_Meet.jpg?width=300,1956-04-16,,http://www.wikidata.org/entity/Q7042213,"Ravichandran Samanna (born 16 April 1956), known professionally as Nizhalgal Ravi, is an Indian film, television and voice actor who works mainly in Tamil cinema. He has performed in Tamil, Malayalam and Telugu films and television series. He started his career in 1980 with the film Nizhalgal. He has acted in 550 films. He is best known for his dubbing work for Amitabh Bachchan in Tamil."
http://dbpedia.org/resource/Arjunan_(actor),Arjunan (actor),,1986-08-08,,http://www.wikidata.org/entity/Q17305637,"Arjunan is an Indian actor who has appeared in supporting roles in predominately Tamil-language films. He made his breakthrough portraying Siva, a hopeless college romantic, in Balaji Mohan's bilingual film, Kadhalil Sodhappuvadhu Yeppadi (2012), winning critical acclaim for his portrayal. He has since featured in comedy roles in films including Suseendran's Aadhalal Kadhal Seiveer and in Balaji Mohan's next bilingual Vaayai Moodi Pesavum (2014)."
http://dbpedia.org/resource/Bharat_Gopy,Bharat Gopy,http://commons.wikimedia.org/wiki/Special:FilePath/Bharath_Gopi.jpg?width=300,1937-11-02,2008-01-29,http://www.wikidata.org/entity/Q1537786,"Gopynathan Velayudhan Nair (2 November 1937 – 29 January 2008), popularly known by the stage name Bharat Gopy, was an Indian actor, producer and director. He was one of the first actors to be associated with the New Wave cinema movement in Kerala during the 1970s. Bharat Gopy has won many awards, including the National Film Award for Best Actor for his role as Sankarankutty in Kodiyettam (1977), and hence he got the name Bharath. His well-known roles include Aiyappan in Yavanika, Vasu Menon in Palangal, Prof. ""Shakespeare"" Krishna Pillai in Kattathe Kilikoodu, Dushasana Kurup in Panchavadi Palam, Nandagopal in Ormakkayi, Mammachan in Adaminte Vaariyellu, Shankaran in Chidambaram, and Krishnan Raju in Aghaat. He won four Kerala State Film Awards for Best Actor for various roles. As a filmmaker he is known for Ulsavapittennu (1989) and Yamanam (1991). He produced the 1993 film Padheyam directed by Bharathan. In 1991 the Government of India honoured him with the Padma Shri for his contributions towards the arts. In 1994, he authored the book Abhinayam Anubhavam, which won the National Film Award for Best Book on Cinema."
http://dbpedia.org/resource/Lakshmi,Lakshmi,"http://commons.wikimedia.org/wiki/Special:FilePath/Raja_Ravi_Varma,_Goddess_Lakshmi,_1896.jpg?width=300",,,http://www.wikidata.org/entity/Q131443,"Lakshmi (/ˈlʌkʃmi/; Sanskrit: लक्ष्मी, romanized: Lakṣmī, sometimes spelled Laxmi, lit. 'she who leads to one's goal'), also known as Shri (Sanskrit: श्री, romanized: Śrī, lit. 'Noble'), is one of the principal goddesses in Hinduism. She is the goddess of wealth, fortune, power, beauty, fertility and prosperity, and associated with Maya (""Illusion""). Along with Parvati and Saraswati, she forms the Tridevi of Hindu goddesses. Within the goddess-oriented Shaktism, Lakshmi is venerated as the prosperity aspect of the Mother goddess. Lakshmi is both the consort and the divine energy (shakti) of the Hindu god Vishnu, the Supreme Being of Vaishnavism; she is also the Supreme Goddess in the sect and assists Vishnu to create, protect, and transform the universe. She is an especially prominent figure in Sri Vaishnavism, in which devotion to Lakshmi is deemed to be crucial to reach Vishnu. Whenever Vishnu descended on the earth as an avatar, Lakshmi accompanied him as consort, for example, as Sita and Radha or Rukmini as consorts of Vishnu's avatars Rama and Krishna, respectively. The eight prominent manifestations of Lakshmi, the Ashtalakshmi, symbolise the eight sources of wealth. Lakshmi is depicted in Indian art as an elegantly dressed, prosperity-showering golden-coloured woman standing or sitting in the padmasana position upon a lotus throne, while holding a lotus in her hand, symbolising fortune, self-knowledge, and spiritual liberation. Her iconography shows her with four hands, which represent the four aspects of human life important to Hindu culture: dharma, kāma, artha, and moksha. The Lakshmi Sahasranama of the Skanda Purana, Lakshmi Tantra, Markandeya Purana, Devi Mahatmya, and Vedic scriptures describe Lakshmi as having eight or eighteen hands, and as sitting on Garuda, a lion, or a tiger. According to the Lakshmi Tantra, the goddess Lakshmi, in her ultimate form of Mahasri, has four arms of a golden complexion, and holds a citron, a club, a shield, and a vessel containing amrita. In the Skanda Purana and the Venkatachala Mahatmayam, Sri, or Lakshmi, is praised as the mother of Brahma. Archaeological discoveries and ancient coins suggest the recognition and reverence for Lakshmi existing by the 1st millennium BCE. Lakshmi's iconography and statues have also been found in Hindu temples throughout Southeast Asia, estimated to be from the second half of the 1st millennium CE. The day of Lakshmi Puja during Navaratri, and the festivals of Deepavali and Sharad Purnima (Kojagiri Purnima) are celebrated in her honour."
http://dbpedia.org/resource/Sajan_(director),Sajan (director),http://commons.wikimedia.org/wiki/Special:FilePath/Sajan_chakkarayumma.jpg?width=300,1901-01-01,,http://www.wikidata.org/entity/Q7402613,"Sajan is an Indian film director who works in Malayalam and Tamil films. Since the early 1980s he has directed some 30 films. He has also done many television serials and telefilms. Sajan's real name is Siddeeq. He assessed by Crossbelt Mani, N. Sankaran Nair, J. Williams and Sasidharan Nair."
http://dbpedia.org/resource/Amaram,Amaram,http://commons.wikimedia.org/wiki/Special:FilePath/Amaram.jpg?width=300,,,http://www.wikidata.org/entity/Q4740138,"Amaram (transl. Stern) is a 1991 Indian Malayalam drama film directed by Bharathan and written by A. K. Lohithadas. It stars Mammootty, Maathu, K. P. A. C. Lalitha, Ashokan, Murali, Chitra, and Kuthiravattam Pappu in the main roles. The film's score is composed by Johnson while the songs are by Raveendran. K. P. A. C. Lalitha won the National Film Award for Best Supporting Actress for her role as Bhargavi. And Mammotty won the Filmfare Awards South Best Actor Award for his role. The film was a critical and commercial success and is considered as a classic in Malayalam Cinema. It ran for more than 200 days in Ragam theater, Thrissur and ran over 50 days in Safire (Madras) theater."
http://dbpedia.org/resource/Aaraam_Thampuran,Aaraam Thampuran,http://commons.wikimedia.org/wiki/Special:FilePath/Aaraam_Thampuran.jpg?width=300,,,http://www.wikidata.org/entity/Q14456250,"Aaraam Thampuran (transl. The Sixth Lord) is a 1997 Indian Malayalam-language action drama film directed by Shaji Kailas, written by Ranjith and produced by Revathy Kalamandhir. It stars Mohanlal in the title role with Narendra Prasad, Manju Warrier, Sai Kumar, Oduvil Unnikrishnan, Cochin Haneefa and Srividya in supporting roles. The story follows Jagannadhan (Mohanlal), a former Mumbai-based enforcer who buys an old kovilakam (royal manor) named Kanimangalam and shifts the balance of power in that village, and he comes to be known as Aaram Thampuran (sixth lord). The film features original songs composed by Raveendran. The film completed more than 100 days theatrical run and become the highest-grossing Malayalam film of 1997. Aaraam thamburaan was the second highest grosser of that year after which was released in the same year."
