s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Hans_Dulfer,Hans Dulfer,http://commons.wikimedia.org/wiki/Special:FilePath/Hans_Dulfer_1969.jpg?width=300,1940-05-28,,http://www.wikidata.org/entity/Q320410,Hans Dulfer (born 28 May 1940) is a Dutch jazz musician who plays tenor saxophone.
http://dbpedia.org/resource/Frank_Wright_(jazz_musician),Frank Wright (jazz musician),,1935-07-09,1990-05-17,http://www.wikidata.org/entity/Q1444489,"Frank Wright (July 9, 1935 – May 17, 1990) was an American free jazz musician, known for his frantic style of playing the tenor saxophone. Critics often compare his music to that of Albert Ayler, although Wright ""offers his honks and squawks with a phraseology derived from the slower, earthier funk of R&B and gospel music."" According to AllMusic biographer Chris Kelsey, Wright ""never recorded even a single record under his own name for a major label; he was 'underground' his entire career."" In addition to tenor saxophone, Wright also played the soprano saxophone and bass clarinet."
http://dbpedia.org/resource/Masaaki_Yuasa,Masaaki Yuasa,http://commons.wikimedia.org/wiki/Special:FilePath/Yuasa_Masaaki_from_%22The_World_of_Masaaki_Yuasa%22_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2018_(30678155317).jpg?width=300,1965-03-16,,http://www.wikidata.org/entity/Q1385540,"Masaaki Yuasa (湯浅 政明, Yuasa Masaaki, born March 16, 1965) is a Japanese director, screenwriter, and animator affiliated with Science SARU, a Japanese animation studio which he co-founded with producer Eunyoung Choi in 2013. Yuasa previously served as president of Science SARU, but stepped down from this role in 2020. Recognized for his idiosyncratic art style and directorial voice, Yuasa began his career as an animator on the landmark television series Chibi Maruko-chan (1990–1992) and Crayon Shin-chan (1992–present), before moving into directing with the feature film Mind Game (2004) and developing a cult appeal following. Yuasa spent much of the 2000s and early 2010s working in television directing, helming a trio of series, Kemonozume (2006), Kaiba (2008), and The Tatami Galaxy (2010), before releasing the crowdfunded short film Kick-Heart (2013). During the production of Kick-Heart, Choi proposed the establishment of Science SARU, and the resultant works created at the studio, combined with increased international distribution, led to mainstream breakout successes in the 2010s and saw Yuasa rise to prominence as one of Japan's foremost independent creators. At Science SARU, Yuasa focused on directing both television and feature film productions, starting with an episode of the American animated series Adventure Time (2014);, and continuing with Ping Pong the Animation (2014), The Night Is Short, Walk On Girl (2017), Lu Over the Wall (2017), Devilman Crybaby (2018), Ride Your Wave (2019), Super Shiro (2019), Keep Your Hands Off Eizouken! (2020), Japan Sinks: 2020 (2020), and Inu-Oh (2021). Yuasa's productions have won international critical acclaim, receiving awards from Annecy, the Japan Academy Film Prize, the Mainichi Film Awards, and the Japan Media Arts Festival. In recognition of his collective career accomplishments, he has been recognized by the Japanese government and received the Medal of Honor with Purple Ribbon, as well as the Agency for Cultural Affairs' Cabinet Minister Award for Media Fine Arts. Yuasa's latest project is the musical drama feature film Inu-Oh, which premiered at the Venice International Film Festival in September 2021; a worldwide theatrical release is scheduled to follow in early summer 2022."
http://dbpedia.org/resource/Candy_Dulfer,Candy Dulfer,http://commons.wikimedia.org/wiki/Special:FilePath/Candy_Dulfer_-_03-12-2009.jpg?width=300,1969-09-19,,http://www.wikidata.org/entity/Q239471,"Candy Dulfer (born 19 September 1969) is a Dutch jazz and pop saxophonist. She is the daughter of jazz saxophonist Hans Dulfer. She began playing at age six and founded her band Funky Stuff when she was fourteen. Her debut album Saxuality (1990) received a Grammy nomination. She has performed and recorded with Hans Dulfer, Prince, Dave Stewart, Van Morrison, Angie Stone, Maceo Parker and Rick Braun and has performed live with Alan Parsons (1995), Pink Floyd (1990), and Tower of Power (2014). She hosted the Dutch television series Candy Meets... (2007), in which she interviewed musicians. In 2013, she became a judge in the 5th season of the Dutch version of X Factor."
http://dbpedia.org/resource/Roswell_Rudd,Roswell Rudd,http://commons.wikimedia.org/wiki/Special:FilePath/Roswell_Rudd.jpg?width=300,1935-11-17,2017-12-21,http://www.wikidata.org/entity/Q331167,"Roswell Hopkins Rudd Jr. (November 17, 1935 – December 21, 2017) was an American jazz trombonist and composer. Although skilled in a variety of genres of jazz (including Dixieland, which he performed while in college), and other genres of music, he was known primarily for his work in free and avant-garde jazz. Beginning in 1962 Rudd worked extensively with saxophonist Archie Shepp."
http://dbpedia.org/resource/Susanne_Alt,Susanne Alt,http://commons.wikimedia.org/wiki/Special:FilePath/Susanne_Alt.jpg?width=300,1978-04-15,,http://www.wikidata.org/entity/Q536939,"Susanne Alt (born 1978) is a German jazz saxophone player and composer based in Amsterdam, Netherlands."
http://dbpedia.org/resource/Willem_Breuker,Willem Breuker,http://commons.wikimedia.org/wiki/Special:FilePath/Willem_Breuker_1970.jpg?width=300,1944-11-04,2010-07-23,http://www.wikidata.org/entity/Q736449,"Willem Breuker (4 November 1944 – 23 July 2010) was a Dutch bandleader, composer, arranger, saxophonist, and clarinetist."
http://dbpedia.org/resource/Herman_Brood,Herman Brood,http://commons.wikimedia.org/wiki/Special:FilePath/Herman_Brood_1979.png?width=300,1946-11-05,2001-07-11,http://www.wikidata.org/entity/Q719447,"Hermanus ""Herman"" Brood (Dutch pronunciation: [ɦɛrˈmaːnɵs ˈɦɛrmɑn ˈbroːt]; 5 November 1946 – 11 July 2001) was a Dutch musician, painter, actor and poet. As a musician he achieved artistic and commercial success in the 1970s and 1980s, and was called ""the greatest and only Dutch rock 'n' roll star"". Later in life he started a successful career as a painter. Known for his hedonistic lifestyle of ""sex, drugs and rock 'n' roll"", Brood was an enfant terrible and a cultural figure whose suicide by jumping from a hotel roof, apparently influenced by a failure to kick his drug and alcohol habit, strengthened his controversial status; according to a poll organised to celebrate fifty years of Dutch popular music, it was the most significant event in its history."
http://dbpedia.org/resource/Saskia_Laroo,Saskia Laroo,http://commons.wikimedia.org/wiki/Special:FilePath/Saskia_Laroo.jpg?width=300,1959-07-31,,http://www.wikidata.org/entity/Q523833,"Saskia Laroo (born 31 July 1959 in Amsterdam), is a Dutch jazz musician who has been dubbed the ""Lady Miles Davis"". Her music style can be described as a combination of jazz, pop, electronic dance music, Latin and world music."
http://dbpedia.org/resource/Lils_Mackintosh,Lils Mackintosh,http://commons.wikimedia.org/wiki/Special:FilePath/Lils_Mackintosh_by_Eric_Dikkers.jpg?width=300,1955-06-11,,http://www.wikidata.org/entity/Q517689,"Lils Mackintosh (born June 11, 1955) is a jazz and blues singer and is considered one of the most distinguished artists in the Dutch jazz scene. Mackintosh has worked with the likes of Oscar Peterson, B.B. King, Scott Hamilton, Rita Reys, the Rosenberg Trio, Cor Bakker, Madeline Bell, Hans Dulfer, Candy Dulfer, Louis van Dijk, The Beets Brothers, Georgie Fame and the Dutch Swing College Band."
