s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Lloyd_Williams_(businessman),Lloyd Williams (businessman),,1940-05-07,,http://www.wikidata.org/entity/Q6662816,"Lloyd J. Williams (born 7 May 1940) is an Australian property developer and businessperson, with significant interests in thoroughbred horse racing. He holds the record as a thoroughbred owner to have won the Melbourne Cup on the most occasions, his most recent in 2020 with Twilight Payment."
http://dbpedia.org/resource/Mother_Teresa,Mother Teresa,http://commons.wikimedia.org/wiki/Special:FilePath/Mother_Teresa_1.jpg?width=300,1910-08-26,1997-09-05,http://www.wikidata.org/entity/Q30547,"Mary Teresa Bojaxhiu, MC (pronounced [bɔjaˈdʒiu]; 26 August 1910 – 5 September 1997), better known as Mother Teresa (Albanian: Nënë Tereza), was an Indian-Albanian Catholic nun who, in 1950, founded the Missionaries of Charity. Anjezë Gonxhe Bojaxhiu (pronounced [aˈɲɛzə ˈɡɔndʒɛ bɔjaˈdʒiu]) was born in Skopje—at the time, part of the Ottoman Empire. After eighteen years, she moved to Ireland and then to India, where she lived most of her life. Saint Teresa of Calcutta was canonised on 4 September 2016. The anniversary of her death is her feast day. After Mother Teresa founded her religious congregation, it grew to have over 4,500 nuns and was active in 133 countries as of 2012. The congregation manages homes for people who are dying of HIV/AIDS, leprosy, and tuberculosis. The congregation also runs soup kitchens, dispensaries, mobile clinics, children's and family counselling programmes, as well as orphanages and schools. Members take vows of chastity, poverty, and obedience and also profess a fourth vow: to give ""wholehearted free service to the poorest of the poor."" Mother Teresa received several honours, including the 1962 Ramon Magsaysay Peace Prize and the 1979 Nobel Peace Prize. A controversial figure during her life and after her death, Mother Teresa was admired by many for her charitable work. She was praised and criticised on various counts, such as for her views on abortion and contraception, and was criticized for poor conditions in her houses for the dying. Her authorized biography was written by Navin Chawla and published in 1992, and she has been the subject of . On 6 September 2017, Mother Teresa and Saint Francis Xavier were named co-patrons of the Roman Catholic Archdiocese of Calcutta."
http://dbpedia.org/resource/David_Letterman,David Letterman,http://commons.wikimedia.org/wiki/Special:FilePath/David_Letterman_with_his_Individual_Peabody_at_the_75th_Annual_Peabody_Awards_(cropped).jpg?width=300,1947-04-12,,http://www.wikidata.org/entity/Q217298,"David Michael Letterman (born April 12, 1947) is an American television host, comedian, writer and producer. He hosted late night television talk shows for 33 years, beginning with the February 1, 1982 debut of Late Night with David Letterman on NBC and ending with the May 20, 2015 broadcast of Late Show with David Letterman on CBS. In total, Letterman hosted 6,080 episodes of Late Night and Late Show, surpassing his friend and mentor Johnny Carson as the longest-serving late night talk show host in American television history. In 1996, Letterman was ranked 45th on TV Guide's 50 Greatest TV Stars of All Time. In 2002, The Late Show with David Letterman was ranked seventh on TV Guide's 50 Greatest TV Shows of All Time. He is also a television and film producer. His company, Worldwide Pants, produced his shows as well as The Late Late Show and several prime-time comedies, the most successful of which was Everybody Loves Raymond, now in syndication and streaming.Several late-night hosts have cited Letterman's influence, including Conan O'Brien (his successor on Late Night), Stephen Colbert (his successor on The Late Show), Jimmy Fallon, Jimmy Kimmel, Jon Stewart, and Seth Meyers. Letterman currently hosts the Netflix series My Next Guest Needs No Introduction with David Letterman."
http://dbpedia.org/resource/Lily_Tomlin,Lily Tomlin,http://commons.wikimedia.org/wiki/Special:FilePath/Lily_Tomlin_in_2014.jpg?width=300,1939-09-01,,http://www.wikidata.org/entity/Q229271,"Mary Jean ""Lily"" Tomlin (born September 1, 1939) is an American actress, comedian, writer, singer, and producer. She started her career as a stand-up comedian as well as performing off-Broadway during the 1960s. Her breakout role was on the variety show Rowan & Martin's Laugh-In from 1969 until 1973. She starred as Frankie Bergstein on the Netflix series Grace and Frankie, which debuted in 2015 and earned her nominations for four Primetime Emmy Awards, three Screen Actors Guild Awards, and a Golden Globe Award. In 1975, Tomlin made her film debut with Robert Altman's Nashville, which earned her a nomination for the Academy Award for Best Supporting Actress. In 1977, her performance as Margo Sperling in The Late Show won her the Silver Bear for Best Actress and nominations for the Golden Globe and BAFTA Award for Best Actress. Her other notable films include 9 to 5 (1980), All of Me (1984), Big Business (1988), Flirting with Disaster (1996), Tea with Mussolini (1999), I Heart Huckabees (2004), and Grandma (2015). Her signature role was written by her then-partner (now wife), Jane Wagner, in a show titled The Search for Signs of Intelligent Life in the Universe which opened on Broadway in 1985 and won Tomlin the Tony Award for Best Lead Actress in a Play. She is also known as the voice of Ms. Frizzle on the children's series The Magic School Bus. She won her first Emmy Awards in 1974 for writing and producing her own television special, Lily. Tomlin won a Grammy Award for her 1972 comedy album This Is a Recording. In 2014, she was awarded a Kennedy Center Honor and in 2017 she received the Screen Actors Guild Life Achievement Award."
http://dbpedia.org/resource/İlhan_Mimaroğlu,İlhan Mimaroğlu,,1926-03-11,2012-07-17,http://www.wikidata.org/entity/Q8080086,"İlhan Kemaleddin Mimaroğlu (Turkish pronunciation: [ˈilhan mimaɾˈoːɫu], March 11, 1926 – July 17, 2012) was a Turkish American musician and electronic music composer. He was born in Istanbul, Turkey, the son of the famous architect Mimar Kemaleddin Bey depicted on the Turkish lira banknotes, denomination 20 lira, of the 2009 E-9 emission. He graduated from Galatasaray High School in 1945 and the Ankara Law School in 1949. He went to study in New York supported by a Rockefeller Scholarship. He studied musicology at Columbia University under Paul Henry Lang and composition under Douglas Moore. During the 1960s he studied in the Columbia-Princeton Electronic Center under Vladimir Ussachevsky and on occasions worked with Edgard Varèse and Stefan Wolpe. His notable students included Ingram Marshall. He worked as a producer for Atlantic Records, where he created his own record label, , in 1971. In the same year he collaborated with trumpeter Freddie Hubbard on an anti-war statement, Sing Me a Song of Songmy. He also was the producer for Charles Mingus’ Changes One and Changes Two, and contributed to the soundtrack of Federico Fellini's Fellini Satyricon. He was awarded the Guggenheim Fellowship in music composition in 1971. İlhan Mimaroğlu died of pneumonia in 2012."
http://dbpedia.org/resource/Chyi_Yu,Chyi Yu,http://commons.wikimedia.org/wiki/Special:FilePath/Chyiyu.jpg?width=300,1957-10-17,,http://www.wikidata.org/entity/Q708582,"Chyi Yu or Qi Yu (Chinese: 齊豫; born 17 October 1957) is a Taiwanese singer best known for her 1979 hit, ""The Olive Tree"" (橄欖樹). She won the 9th Golden Melody Award for Best Female Vocalist Mandarin.She is the elder sister of singer-songwriter Chyi Chin. She is a religious Buddhist and a vegetarian. Chyi Yu is a protege of the late Taiwanese composer and songwriter, Li Tai-hsiang. Li wrote the evergreen masterpiece ""The Olive Tree,"" which was released in 1979. Chyi later married Li's younger brother. Chyi Yu also collaborated with Li Tai-hsiang on a number of her other songs, including ""Daylight Avenue"" (一条日光大道) ""Walking In The Rain"" (走在雨中) and ""Your Smiling Face"" (欢颜). She is also known for tracks such as ""Boat Song"" (船歌) and covers of folk songs such as Geordie/Tears - Donde Voy/Whoever Finds This, I Love You. Her last Mandopop album Camel-Flying Bird-Fish (骆驼飞鸟鱼) was released in 1997 and she has recently been releasing Buddhist music compilations. Chyi has worked with international artists such as Dave Matthews (1993, Plaisir D'amour), Suzanne Ciani (1999, turning) and their cooperation album including the title track Turning was Grammy-nominated.(42nd Grammy Award for Best New Age Album）"
http://dbpedia.org/resource/Kaitlyn_Aurelia_Smith,Kaitlyn Aurelia Smith,http://commons.wikimedia.org/wiki/Special:FilePath/Kaitlyn_Aurelia_Smith_Live_Performance_26_March_2016_at_Reims_Cartonerie.jpg?width=300,1987-01-01,,http://www.wikidata.org/entity/Q26357065,"Kaitlyn Aurelia Smith is an American composer, performer and producer, originally from the Pacific Northwest and currently based in Los Angeles. Her work prominently employs Buchla modular synthesizers. She received acclaim for her albums Ears (2016) and The Kid (2017). She has collaborated with Suzanne Ciani and Emile Mosseri."
http://dbpedia.org/resource/John_Edward_Gray,John Edward Gray,http://commons.wikimedia.org/wiki/Special:FilePath/John-Edward-Gray-1851.jpg?width=300,1800-02-12,1875-03-07,http://www.wikidata.org/entity/Q191963,"John Edward Gray, FRS (12 February 1800 – 7 March 1875) was a British zoologist. He was the elder brother of zoologist George Robert Gray and son of the pharmacologist and botanist Samuel Frederick Gray (1766–1828). The standard author abbreviation J.E.Gray is used to indicate this person as the author when citing a botanical name. The same is used for a zoological name. Gray was keeper of zoology at the British Museum in London from 1840 until Christmas 1874, before the natural history holdings were split off to the Natural History Museum. He published several catalogues of the museum collections that included comprehensive discussions of animal groups and descriptions of new species. He improved the zoological collections to make them amongst the best in the world."
http://dbpedia.org/resource/Charles_Baudelaire,Charles Baudelaire,"http://commons.wikimedia.org/wiki/Special:FilePath/Étienne_Carjat,_Portrait_of_Charles_Baudelaire,_circa_1862.jpg?width=300",1821-04-09,1867-08-31,http://www.wikidata.org/entity/Q501,"Charles Pierre Baudelaire (UK: /ˈboʊdəlɛər/, US: /ˌboʊd(ə)ˈlɛər/; French: [ʃaʁl(ə) bodlɛʁ]; 9 April 1821 – 31 August 1867) was a French poet who also produced notable work as an essayist and art critic. His poems exhibit mastery in the handling of rhyme and rhythm, contain an exoticism inherited from Romantics, but are based on observations of real life. His most famous work, a book of lyric poetry titled Les Fleurs du mal (The Flowers of Evil), expresses the changing nature of beauty in the rapidly industrializing Paris during the mid-19th century. Baudelaire's highly original style of prose-poetry influenced a whole generation of poets including Paul Verlaine, Arthur Rimbaud and Stéphane Mallarmé, among many others. He is credited with coining the term modernity (modernité) to designate the fleeting, ephemeral experience of life in an urban metropolis, and the responsibility of artistic expression to capture that experience. Furthermore, Marshall Berman has credited Baudelaire as being the first Modernist."
http://dbpedia.org/resource/Joseph_Anderson,Joseph Anderson,http://commons.wikimedia.org/wiki/Special:FilePath/JosephAnderson.jpg?width=300,1757-11-05,1837-04-17,http://www.wikidata.org/entity/Q925017,"Joseph Inslee Anderson (November 5, 1757 – April 17, 1837) was an American soldier, judge, and politician, who served as a United States Senator from Tennessee from 1797 to 1815, and later as the First Comptroller of the United States Treasury. He also served as one of three judges of the Southwest Territory in the 1790s, and was a delegate to the Tennessee state constitutional convention in 1796. From January to December 1805, Anderson served as President pro tempore of the United States."
http://dbpedia.org/resource/Keyboard_instrument,Keyboard instrument,http://commons.wikimedia.org/wiki/Special:FilePath/D274.jpg?width=300,,,http://www.wikidata.org/entity/Q52954,"A keyboard instrument is a musical instrument played using a keyboard, a row of levers which are pressed by the fingers. The most common of these are the piano, organ, and various electronic keyboards, including synthesizers and digital pianos. Other keyboard instruments include celestas, which are struck idiophones operated by a keyboard, and carillons, which are usually housed in bell towers or belfries of churches or municipal buildings. Today, the term keyboard often refers to keyboard-style synthesizers. Under the fingers of a sensitive performer, the keyboard may also be used to control dynamics, phrasing, shading, articulation, and other elements of expression—depending on the design and inherent capabilities of the instrument. Another important use of the word keyboard is in historical musicology, where it means an instrument whose identity cannot be firmly established. Particularly in the 18th century, the harpsichord, the clavichord, and the early piano competed, and the same piece might be played on more than one. Hence, in a phrase such as ""Mozart excelled as a keyboard player,"" the word keyboard is typically all-inclusive. The term keyboard classifies instruments based on how the performer plays the instrument, and not on how the sound is produced. Categories of keyboard instruments include the following families (of which this is only a partial list): 
* aerophones (pipe organ, harmonium, accordion); 
* idiophones (celesta, carillon); 
* chordophones: 
* plucked string instruments (harpsichord, spinet); 
* bowed string instruments (hurdy-gurdy, bowed clavier); 
* struck string instruments (clavichord, piano); 
* electrophones (electric and electronic organs, synthesizers, mellotron)."
http://dbpedia.org/resource/Harald_Bode,Harald Bode,http://commons.wikimedia.org/wiki/Special:FilePath/Hohner_Multimonica.jpg?width=300,1909-10-19,1987-01-15,http://www.wikidata.org/entity/Q86204,"Harald Bode (October 19, 1909 – January 15, 1987) was a German engineer and pioneer in the development of electronic musical instruments."
http://dbpedia.org/resource/Independent_politician,Independent politician,http://commons.wikimedia.org/wiki/Special:FilePath/Carl_Gustaf_Emil_Mannerheim_1940.jpg?width=300,,,http://www.wikidata.org/entity/Q327591,"An independent or non-partisan politician is a politician not affiliated with any political party or bureaucratic association. There are numerous reasons why someone may stand for office as an independent. Some politicians have political views that do not align with the platforms of any political party, and therefore choose not to affiliate with them. Some independent politicians may be associated with a party, perhaps as former members of it, or else have views that align with it, but choose not to stand in its name, or are unable to do so because the party in question has selected another candidate. Others may belong to or support a political party at the national level but believe they should not formally represent it (and thus be subject to its policies) at another level. In running for public office, independents sometimes choose to form a party or alliance with other independents, and may formally register their party or alliance. Even where the word ""independent"" is used, such alliances have much in common with a political party, especially if there is an organization which needs to approve the ""independent"" candidates."
http://dbpedia.org/resource/Divorce,Divorce,http://commons.wikimedia.org/wiki/Special:FilePath/Just_divorced.jpg?width=300,,,http://www.wikidata.org/entity/Q93190,"Divorce (also known as dissolution of marriage) is the process of terminating a marriage or marital union. Divorce usually entails the canceling or reorganizing of the legal duties and responsibilities of marriage, thus dissolving the bonds of matrimony between a married couple under the rule of law of the particular country or state. Divorce laws vary considerably around the world, but in most countries, divorce requires the sanction of a court or other authority in a legal process, which may involve issues of distribution of property, child custody, alimony (spousal support), child visitation / access, parenting time, child support, and division of debt. In most countries, monogamy is required by law, so divorce allows each former partner to marry another person. Divorce is different from annulment, which declares the marriage null and void, with legal separation or de jure separation (a legal process by which a married couple may formalize a de facto separation while remaining legally married) or with de facto separation (a process where the spouses informally stop cohabiting). Reasons for divorce vary, from sexual incompatibility or lack of independence for one or both spouses to a personality clash or infidelity. The only countries that do not allow divorce are the Philippines and the Vatican City. In the Philippines, divorce for non-Muslim Filipinos is not legal unless the husband or wife is an undocumented immigrant and satisfies certain conditions. The Vatican City is a state ruled by the head of the Catholic Church, a religion that does not allow for divorce. Countries that have relatively recently legalized divorce are Italy (1970), Portugal (1975, although from 1910 to 1940 it was possible both for the civil and religious marriage), Brazil (1977), Spain (1981), Argentina (1987), Paraguay (1991), Colombia (1991; from 1976 was allowed only for non-Catholics), Andorra (1995), Ireland (1996), Chile (2004) and Malta (2011)."
http://dbpedia.org/resource/Buchla_Electronic_Musical_Instruments,Buchla Electronic Musical Instruments,"http://commons.wikimedia.org/wiki/Special:FilePath/Deadmau5_Buchla_synthesizer,_National_Music_Centre_(clip).jpg?width=300",,,http://www.wikidata.org/entity/Q4676716,"Buchla Electronic Musical Instruments (BEMI) was a manufacturer of synthesizers and unique MIDI controllers. The origins of the company could be found in Buchla & Associates, created in 1963 by synthesizer pioneer Don Buchla of Berkeley, California. In 2012 the original company led by Don Buchla was acquired by a group of Australian investors trading as Audio Supermarket Pty. Ltd. The company was renamed Buchla Electronic Musical Instruments as part of the acquisition. In 2018 the assets of BEMI were acquired by a new entity, Buchla U.S.A., and the company continues under new ownership."
