s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/Suzanne_Ciani,Suzanne Ciani,http://commons.wikimedia.org/wiki/Special:FilePath/Suzanne_Ciani_2012.jpg?width=300,1946-06-04,,http://www.wikidata.org/entity/Q391625,"Suzanne Ciani (/tʃiːˈɑːniː/; born June 4, 1946) is an American musician, sound designer, composer, and record label executive who found early success in the 1970s with her electronic music and sound effects for films and television commercials. Her career has included works with quadraphonic sound. She has been nominated for a Grammy Award for Best New Age Album five times. Her success with electronic music has her dubbed ""Diva of the Diode"" and ""America's first female synth hero""."
http://dbpedia.org/resource/Ilse_Bing,Ilse Bing,http://commons.wikimedia.org/wiki/Special:FilePath/Ilse_Bing_self_portrait_1931.jpg?width=300,1899-03-23,1998-03-10,http://www.wikidata.org/entity/Q85719,Ilse Bing (23 March 1899 – 10 March 1998) was a German avant-garde and commercial photographer who produced pioneering monochrome images during the inter-war era.
http://dbpedia.org/resource/Glenn_Gould,Glenn Gould,http://commons.wikimedia.org/wiki/Special:FilePath/Glenn_Gould_1.jpg?width=300,1932-09-25,1982-10-04,http://www.wikidata.org/entity/Q216924,"Glenn Herbert Gould (/ɡuːld/; né Gold; September 25, 1932 – October 4, 1982) was a Canadian classical pianist. He was one of the most famous and celebrated pianists of the 20th century, and was renowned as an interpreter of the keyboard works of Johann Sebastian Bach. Gould's playing was distinguished by remarkable technical proficiency and a capacity to articulate the contrapuntal texture of Bach's music. Gould rejected most of the standard Romantic piano literature by Chopin, Liszt, Rachmaninoff, and others, in favour of Bach and Beethoven mainly, along with some late-Romantic and modernist composers. Although his recordings were dominated by Bach and Beethoven, Gould's repertoire was diverse, including works by Mozart, Haydn, Scriabin, and Brahms; pre-Baroque composers such as Jan Pieterszoon Sweelinck, William Byrd, and Orlando Gibbons; and 20th-century composers including Paul Hindemith, Arnold Schoenberg, and Richard Strauss. Gould was known for his eccentricities, from his unorthodox musical interpretations and mannerisms at the keyboard to aspects of his lifestyle and behaviour. He stopped giving concerts at age 31 to concentrate on studio recording and other projects. Gould was also a writer, broadcaster, composer and conductor. He was a prolific contributor to musical journals, in which he discussed music theory and outlined his musical philosophy. He performed on television and radio, and produced three musique concrète radio documentaries, the Solitude Trilogy, about isolated areas of Canada. Though known chiefly as a pianist, Gould capped off his musical career with a recording of Wagner's Siegfried Idyll as conductor."
http://dbpedia.org/resource/Don_Buchla,Don Buchla,http://commons.wikimedia.org/wiki/Special:FilePath/Don_Buchla_and_200e.jpg?width=300,1937-04-17,2016-09-14,http://www.wikidata.org/entity/Q1238976,"Donald Buchla (April 17, 1937 – September 14, 2016) was an American pioneer in the field of sound synthesis. Buchla popularized the ""West Coast"" style of synthesis. He was co-inventor of the voltage controlled modular synthesizer along with Robert Moog, the two working independently in the early 1960s."
http://dbpedia.org/resource/Robert_Moog,Robert Moog,http://commons.wikimedia.org/wiki/Special:FilePath/Bob_Moog3.jpg?width=300,1934-05-23,2005-08-21,http://www.wikidata.org/entity/Q200883,"Robert Arthur Moog (/moʊɡ/ MOHG; May 23, 1934 – August 21, 2005) was an American engineer and electronic music pioneer. He was the founder of the synthesizer manufacturer Moog Music and the inventor of the first commercial synthesizer, the Moog synthesizer, which debuted in 1964. In 1970, Moog released a more portable model, the Minimoog, described as the most famous and influential synthesizer in history. Among Moog's honors are a Technical Grammy Award, received in 2002, and an induction into the National Inventors Hall of Fame. By 1963, Moog had been designing and selling theremins for several years, while working towards a PhD in engineering physics at Cornell University. He developed his synthesizer in response to demand for more practical and affordable electronic music equipment, guided by suggestions and requests from composers. Moog's principal innovation was the voltage-controlled oscillator, which uses voltage to control pitch. He also introduced fundamental synthesizer concepts such as modularity, envelope generation and the pitch wheel. He is credited for bringing synthesizers to a wider audience and influencing the development of popular music. Moog pursued his work as a hobby, and he is regarded as a poor businessman. His only patent was on his filter design; commentators have speculated that he would have become extremely wealthy had he patented his other innovations, but that their availability in the public domain helped the synthesizer industry flourish. In 1971, Moog sold Moog Music to Norlin Musical Instruments, where he remained as a designer until 1977. In 1978, he founded the company Big Briar, and in 2002 renamed it Moog Music after buying back the rights to the name. In later years, Moog taught at the University of North Carolina at Asheville, and worked on designs for further instruments. He died at the age of 71 from a brain tumor."
http://dbpedia.org/resource/Leonardo_da_Vinci,Leonardo da Vinci,http://commons.wikimedia.org/wiki/Special:FilePath/Francesco_Melzi_-_Portrait_of_Leonardo.png?width=300,1452-04-15,1519-05-02,http://www.wikidata.org/entity/Q762,"Leonardo di ser Piero da Vinci (15 April 1452 – 2 May 1519) was an Italian polymath of the High Renaissance who was active as a painter, draughtsman, engineer, scientist, theorist, sculptor, and architect. While his fame initially rested on his achievements as a painter, he also became known for , in which he made drawings and notes on a variety of subjects, including anatomy, astronomy, botany, cartography, painting, and paleontology. Leonardo is widely regarded to have been a genius who epitomized the Renaissance humanist ideal, and his collective works comprise a contribution to later generations of artists matched only by that of his younger contemporary, Michelangelo. Born out of wedlock to a successful notary and a lower-class woman in, or near, Vinci, he was educated in Florence by the Italian painter and sculptor Andrea del Verrocchio. He began his career in the city, but then spent much time in the service of Ludovico Sforza in Milan. Later, he worked in Florence and Milan again, as well as briefly in Rome, all while attracting a large following of imitators and students. Upon the invitation of Francis I, he spent his last three years in France, where he died in 1519. Since his death, there has not been a time where his achievements, diverse interests, personal life, and empirical thinking have failed to incite interest and admiration, making him a frequent namesake and subject in culture. Leonardo is identified as one of the greatest painters in the history of art and is often credited as the founder of the High Renaissance. Despite having many lost works and less than 25 attributed major works—including numerous unfinished works—he created some of the most influential paintings in Western art. His magnum opus, the Mona Lisa, is his best known work and often regarded as the world's most famous painting. The Last Supper is the most reproduced religious painting of all time and his Vitruvian Man drawing is also regarded as a cultural icon. In 2017, Salvator Mundi, attributed in whole or part to Leonardo, was sold at auction for US$450.3 million, setting a new record for the most expensive painting ever sold at public auction. Revered for his technological ingenuity, he conceptualized flying machines, a type of armored fighting vehicle, concentrated solar power, a ratio machine that could be used in an adding machine, and the double hull. Relatively few of his designs were constructed or even feasible during his lifetime, as the modern scientific approaches to metallurgy and engineering were only in their infancy during the Renaissance. Some of his smaller inventions, however, entered the world of manufacturing unheralded, such as an automated bobbin winder and a machine for testing the tensile strength of wire. He made substantial discoveries in anatomy, civil engineering, hydrodynamics, geology, optics, and tribology, but he did not publish his findings and they had little to no direct influence on subsequent science."
http://dbpedia.org/resource/Harold_Paris,Harold Paris,http://commons.wikimedia.org/wiki/Special:FilePath/Photo_of_Harold_Paris.jpg?width=300,1925-08-16,1979-07-01,http://www.wikidata.org/entity/Q52151127,"Harold Persico Paris (1925–1979) was an American printmaker, sculptor and educator. He taught art classes at the University of California, Berkeley from 1963 until 1979."
http://dbpedia.org/resource/Robert_Hughes_(critic),Robert Hughes (critic),,1938-07-28,2012-08-06,http://www.wikidata.org/entity/Q1811222,"Robert Studley Forrest Hughes AO (28 July 1938 – 6 August 2012) was an Australian-born art critic, writer, and producer of television documentaries. He was described in 1997 by Robert Boynton of The New York Times as ""the most famous art critic in the world."" Hughes earned widespread recognition for his book and television series on modern art, The Shock of the New, and for his longstanding position as art critic with TIME magazine. He is also known for his best seller The Fatal Shore (1986), a study of the British convict system in early Australian history. Known for his contentious critiques of art and artists, Hughes was generally conservative in his tastes, although he did not belong to a particular philosophical camp. His writing was noted for its power and elegance."
http://dbpedia.org/resource/Philip_Glass,Philip Glass,"http://commons.wikimedia.org/wiki/Special:FilePath/Philip_Glass_in_Florence,_Italy_-_1993.jpg?width=300",1937-01-31,,http://www.wikidata.org/entity/Q189729,"Philip Morris Glass (born January 31, 1937) is an American composer and pianist. He is widely regarded as one of the most influential composers of the late 20th century. Glass's work has been associated with minimalism, being built up from repetitive phrases and shifting layers. Glass describes himself as a composer of ""music with repetitive structures"", which he has helped evolve stylistically. Glass founded the Philip Glass Ensemble, with which he still performs on keyboards. He has written fifteen operas, numerous chamber operas and musical theatre works, fourteen symphonies, twelve concertos, nine string quartets and various other chamber music, and several film scores. Three of his film scores have been nominated for an Academy Award."
http://dbpedia.org/resource/Meco,Meco,,1939-11-29,,http://www.wikidata.org/entity/Q899339,"Domenico Monardo (born November 29, 1939), known as Meco, is an American record producer and musician, as well as the name of his band or production team. Meco is best known for his 1977 space disco version of the Star Wars theme from his album Star Wars and Other Galactic Funk; both the single and album were certified platinum in the US."
