s,label,image,birthdate,deathdate,wikidataId,abstract
http://dbpedia.org/resource/James_the_Great,James the Great,http://commons.wikimedia.org/wiki/Special:FilePath/Peter_Paul_Rubens_-_St_James_the_Apostle_-_WGA20192.jpg?width=300,0001-01-01,0044-01-01,http://www.wikidata.org/entity/Q43999,"James the Great, also known as James, son of Zebedee, Saint James the Great, Saint James the Greater, Saint James the Elder, or Saint Jacob (Aramaic ܝܥܩܘܒ ܒܪ ܙܒܕܝ, Arabic يعقوب, Hebrew בן זבדי יַעֲקֹב‎, Yaʿăqōḇ, Latin Iacobus Maior, Greek Ἰάκωβος τοῦ Ζεβεδαίου Iákōbos tû Zebedaíou; died AD 44), was one of the Twelve Apostles of Jesus, the first apostle to be martyred according to the New Testament. Saint James is the patron saint of Spain and, according to tradition, his remains are held in Santiago de Compostela in Galicia."
http://dbpedia.org/resource/Victor_Olaiya,Victor Olaiya,,1930-12-31,2020-02-12,http://www.wikidata.org/entity/Q7926207,"Victor Abimbola Olaiya OON, (31 December 1930 – 12 February 2020), also known as Dr Victor Olaiya, was a Nigerian trumpeter who played in the highlife style. Though famous in Nigeria during the 1950s and early 1960s, Olaiya received little recognition outside his native country. Alhaji Alade Odunewu of the Daily Times called him ""The Evil Genius of Highlife."""
http://dbpedia.org/resource/Dele_Ojo,Dele Ojo,,1938-07-10,2018-05-03,http://www.wikidata.org/entity/Q24255005,Dele Ojo (10 July 1938 – 3 May 2018) was a Nigerian musician and performer. He is revered as one of the musicians to have spread and popularized the Jùjú genre of music.
